Alignment name,Segment Probability,Segment Position in Alignment
C_uS03a-uS17b,0.0,259-259
C_uS03a-uS19b,0.8666666666666667,147-160
C_uS03a-uS19b,0.1,32-43
C_uS03a-uS19b,0.16666666666666666,177-180
C_uS03a-uS19b,0.1,186-189
C_uS03a-uS19b,0.0,78-82
C_uS03a-uS19b,0.0,67-68
C_uS03a-uS19b,0.0,143-143
C_uS03a-uS19b,0.3,48-50
C_uS03a-uS19b,0.2,86-88
C_uS03a-uS19b,0.06666666666666667,72-73
C_uS03a-uS19b,0.0,194-194
C_uS03a-uS19b,0.0,63-63
C_uS03a-uS19b,0.0,56-56
C_uS03a-uS19b,0.0,234-234
C_uS04a-uS02b,0.8333333333333334,203-217
C_uS04a-uS02b,0.4666666666666667,138-152
C_uS04a-uS02b,0.5333333333333333,63-73
C_uS04a-uS02b,0.6333333333333333,106-117
C_uS04a-uS02b,0.4,172-179
C_uS04a-uS02b,0.3333333333333333,156-167
C_uS04a-uS02b,0.03333333333333333,184-189
C_uS04a-uS02b,0.3333333333333333,236-240
C_uS04a-uS02b,0.13333333333333333,37-42
C_uS04a-uS02b,0.2,50-57
C_uS04a-uS02b,0.7666666666666667,77-83
C_uS04a-uS02b,0.0,46-46
C_uS04a-uS02b,0.06666666666666667,28-28
C_uS04a-uS02b,0.23333333333333334,194-196
C_uS04a-uS02b,0.0,221-221
C_uS04a-uS02b,0.0,227-227
C_uS04a-uS02b,0.0,258-258
C_uS04a-uS03b,0.4666666666666667,126-143
C_uS04a-uS03b,0.4666666666666667,147-163
C_uS04a-uS03b,0.16666666666666666,100-119
C_uS04a-uS03b,0.1,63-79
C_uS04a-uS03b,0.5333333333333333,212-218
C_uS04a-uS03b,0.06666666666666667,44-59
C_uS04a-uS03b,0.0,1-2
C_uS04a-uS03b,0.4,226-234
C_uS04a-uS03b,0.1,22-27
C_uS04a-uS03b,0.9666666666666667,37-40
C_uS04a-uS03b,0.0,240-242
C_uS04a-uS03b,0.0,96-96
C_uS04a-uS03b,0.0,33-33
C_uS04a-uS03b,0.0,274-274
C_uS04a-uS05b,1.0,188-207
C_uS04a-uS05b,0.5666666666666667,117-128
C_uS04a-uS05b,0.13333333333333333,138-143
C_uS04a-uS05b,0.0,177-179
C_uS04a-uS05b,0.2,236-239
C_uS04a-uS05b,0.23333333333333334,132-134
C_uS04a-uS05b,0.23333333333333334,230-231
C_uS04a-uS05b,0.0,222-226
C_uS04a-uS05b,0.36666666666666664,79-82
C_uS04a-uS05b,0.23333333333333334,254-257
C_uS04a-uS05b,0.0,214-217
C_uS04a-uS05b,0.2,1-1
C_uS04a-uS05b,0.2,86-88
C_uS04a-uS05b,0.2,166-169
C_uS04a-uS05b,0.0,75-75
C_uS04a-uS07b,0.4666666666666667,175-182
C_uS04a-uS07b,0.6666666666666666,83-96
C_uS04a-uS07b,0.0,162-170
C_uS04a-uS07b,0.7,112-119
C_uS04a-uS07b,0.06666666666666667,187-190
C_uS04a-uS07b,0.0,59-65
C_uS04a-uS07b,0.3333333333333333,50-55
C_uS04a-uS07b,0.13333333333333333,103-108
C_uS04a-uS07b,0.36666666666666664,215-221
C_uS04a-uS07b,0.2,227-234
C_uS04a-uS07b,0.06666666666666667,157-157
C_uS04a-uS07b,0.06666666666666667,251-251
C_uS04a-uS07b,0.06666666666666667,243-243
C_uS04a-uS08b,0.5,153-167
C_uS04a-uS08b,0.9666666666666667,82-101
C_uS04a-uS08b,0.5333333333333333,54-60
C_uS04a-uS08b,0.03333333333333333,4-8
C_uS04a-uS08b,0.7,133-138
C_uS04a-uS08b,0.3333333333333333,196-198
C_uS04a-uS08b,0.6333333333333333,172-173
C_uS04a-uS08b,0.9333333333333333,109-110
C_uS04a-uS08b,0.8,183-184
C_uS04a-uS08b,0.0,122-122
C_uS04a-uS08b,0.0,189-189
C_uS04a-uS09b,0.43333333333333335,194-206
C_uS04a-uS09b,0.2,210-221
C_uS04a-uS09b,0.03333333333333333,159-162
C_uS04a-uS09b,0.0,97-100
C_uS04a-uS09b,0.0,109-115
C_uS04a-uS09b,0.1,62-65
C_uS04a-uS09b,0.23333333333333334,189-190
C_uS04a-uS09b,0.03333333333333333,70-72
C_uS04a-uS09b,0.0,121-122
C_uS04a-uS09b,0.1,87-89
C_uS04a-uS09b,0.5666666666666667,170-172
C_uS04a-uS09b,0.43333333333333335,77-79
C_uS04a-uS09b,0.0,126-127
C_uS04a-uS09b,0.03333333333333333,131-131
C_uS04a-uS09b,0.03333333333333333,83-83
C_uS04a-uS09b,0.03333333333333333,155-155
C_uS04a-uS10b,0.5,106-115
C_uS04a-uS10b,0.3333333333333333,26-35
C_uS04a-uS10b,0.3,82-88
C_uS04a-uS10b,0.36666666666666664,95-99
C_uS04a-uS10b,0.0,167-170
C_uS04a-uS10b,0.06666666666666667,19-22
C_uS04a-uS10b,0.0,64-66
C_uS04a-uS10b,0.06666666666666667,9-11
C_uS04a-uS10b,0.13333333333333333,42-43
C_uS04a-uS10b,0.6,54-54
C_uS04a-uS10b,0.06666666666666667,58-59
C_uS04a-uS10b,0.0,49-49
C_uS04a-uS10b,0.0,163-163
C_uS04a-uS11b,0.36666666666666664,69-78
C_uS04a-uS11b,0.13333333333333333,142-151
C_uS04a-uS11b,0.0,21-26
C_uS04a-uS11b,0.2,119-126
C_uS04a-uS11b,0.4,93-100
C_uS04a-uS11b,0.2,131-132
C_uS04a-uS11b,0.23333333333333334,82-85
C_uS04a-uS11b,0.0,56-56
C_uS04a-uS11b,0.0,157-161
C_uS04a-uS11b,0.26666666666666666,1-1
C_uS04a-uS11b,0.0,50-50
C_uS04a-uS11b,0.0,89-89
C_uS04a-uS12b,0.5666666666666667,107-123
C_uS04a-uS12b,0.1,155-163
C_uS04a-uS12b,0.16666666666666666,141-151
C_uS04a-uS12b,0.7666666666666667,38-46
C_uS04a-uS12b,0.03333333333333333,91-94
C_uS04a-uS12b,0.13333333333333333,133-136
C_uS04a-uS12b,0.1,168-172
C_uS04a-uS12b,0.4666666666666667,178-184
C_uS04a-uS12b,0.13333333333333333,52-61
C_uS04a-uS12b,0.0,87-87
C_uS04a-uS13b,0.3333333333333333,109-118
C_uS04a-uS13b,0.3333333333333333,138-146
C_uS04a-uS13b,0.26666666666666666,55-63
C_uS04a-uS13b,0.3333333333333333,126-134
C_uS04a-uS13b,0.1,36-38
C_uS04a-uS13b,0.06666666666666667,157-165
C_uS04a-uS13b,0.1,15-19
C_uS04a-uS13b,0.03333333333333333,83-89
C_uS04a-uS13b,0.23333333333333334,102-105
C_uS04a-uS13b,0.13333333333333333,29-32
C_uS04a-uS13b,0.03333333333333333,1-1
C_uS04a-uS13b,0.16666666666666666,95-97
C_uS04a-uS13b,0.23333333333333334,9-9
C_uS04a-uS13b,0.1,196-197
C_uS04a-uS14b,0.03333333333333333,121-133
C_uS04a-uS14b,0.06666666666666667,28-39
C_uS04a-uS14b,0.06666666666666667,157-158
C_uS04a-uS14b,0.0,139-141
C_uS04a-uS14b,0.1,145-147
C_uS04a-uS14b,0.03333333333333333,1-2
C_uS04a-uS14b,0.0,95-95
C_uS04a-uS14b,0.3,86-90
C_uS04a-uS14b,0.06666666666666667,57-60
C_uS04a-uS14b,0.5666666666666667,10-10
C_uS04a-uS14b,0.03333333333333333,44-46
C_uS04a-uS14b,0.06666666666666667,64-64
C_uS04a-uS14b,0.5666666666666667,80-82
C_uS04a-uS14b,0.0,51-51
C_uS04a-uS15b,0.6,130-142
C_uS04a-uS15b,0.4,29-39
C_uS04a-uS15b,0.1,159-167
C_uS04a-uS15b,0.23333333333333334,93-99
C_uS04a-uS15b,0.0,120-121
C_uS04a-uS15b,0.36666666666666664,106-110
C_uS04a-uS15b,0.03333333333333333,115-116
C_uS04a-uS15b,0.03333333333333333,3-3
C_uS04a-uS15b,0.16666666666666666,178-180
C_uS04a-uS15b,0.0,89-89
C_uS04a-uS15b,0.0,84-84
C_uS04a-uS15b,0.0,171-171
C_uS04a-uS17b,0.5666666666666667,156-167
C_uS04a-uS17b,0.3,173-182
C_uS04a-uS17b,0.06666666666666667,144-152
C_uS04a-uS17b,0.16666666666666666,196-199
C_uS04a-uS17b,0.13333333333333333,46-50
C_uS04a-uS17b,0.0,1-1
C_uS04a-uS17b,0.1,207-208
C_uS04a-uS17b,0.26666666666666666,215-220
C_uS04a-uS17b,0.0,203-203
C_uS04a-uS17b,0.3,188-190
C_uS04a-uS19b,0.3333333333333333,128-140
C_uS04a-uS19b,0.1,173-180
C_uS04a-uS19b,0.06666666666666667,163-167
C_uS04a-uS19b,0.9333333333333333,91-95
C_uS04a-uS19b,0.26666666666666666,81-87
C_uS04a-uS19b,0.3333333333333333,15-17
C_uS04a-uS19b,0.23333333333333334,50-53
C_uS04a-uS19b,0.0,1-2
C_uS04a-uS19b,0.03333333333333333,159-159
C_uS04a-uS19b,0.0,6-6
C_uS04a-uS19b,0.0,45-45
C_uS04a-uS19b,0.0,192-192
C_uS04a-uS19b,0.0,60-60
C_uS05a-uS02b,0.43333333333333335,85-90
C_uS05a-uS02b,0.8666666666666667,280-286
C_uS05a-uS02b,0.9666666666666667,168-183
C_uS05a-uS02b,0.26666666666666666,99-111
C_uS05a-uS02b,0.5333333333333333,346-356
C_uS05a-uS02b,0.16666666666666666,201-205
C_uS05a-uS02b,0.13333333333333333,233-235
C_uS05a-uS02b,0.06666666666666667,209-213
C_uS05a-uS02b,0.3,217-225
C_uS05a-uS02b,0.13333333333333333,129-133
C_uS05a-uS02b,0.13333333333333333,272-275
C_uS05a-uS02b,0.0,229-229
C_uS05a-uS02b,0.06666666666666667,28-29
C_uS05a-uS02b,0.06666666666666667,341-342
C_uS05a-uS02b,0.0,264-264
C_uS05a-uS02b,0.13333333333333333,95-95
C_uS05a-uS02b,0.13333333333333333,244-244
C_uS05a-uS02b,0.0,249-249
C_uS05a-uS02b,0.0,459-459
C_uS05a-uS02b,0.0,240-240
C_uS05a-uS02b,0.0,254-254
C_uS05a-uS03b,1.0,290-295
C_uS05a-uS03b,0.9666666666666667,207-222
C_uS05a-uS03b,0.4666666666666667,261-270
C_uS05a-uS03b,0.3333333333333333,239-246
C_uS05a-uS03b,0.03333333333333333,72-85
C_uS05a-uS03b,0.06666666666666667,53-56
C_uS05a-uS03b,0.36666666666666664,194-203
C_uS05a-uS03b,0.0,164-170
C_uS05a-uS03b,0.16666666666666666,175-184
C_uS05a-uS03b,0.1,124-126
C_uS05a-uS03b,0.0,299-306
C_uS05a-uS03b,0.13333333333333333,99-107
C_uS05a-uS03b,0.03333333333333333,275-281
C_uS05a-uS03b,0.03333333333333333,144-146
C_uS05a-uS03b,0.06666666666666667,1-3
C_uS05a-uS03b,0.4,285-286
C_uS05a-uS03b,0.0,188-188
C_uS05a-uS03b,0.0,317-317
C_uS05a-uS03b,0.0,60-60
C_uS05a-uS03b,0.0,323-323
C_uS05a-uS04b,0.6333333333333333,198-212
C_uS05a-uS04b,0.13333333333333333,58-64
C_uS05a-uS04b,0.5666666666666667,146-154
C_uS05a-uS04b,0.8333333333333334,240-248
C_uS05a-uS04b,0.0,311-317
C_uS05a-uS04b,0.13333333333333333,124-129
C_uS05a-uS04b,0.43333333333333335,270-277
C_uS05a-uS04b,0.23333333333333334,172-192
C_uS05a-uS04b,0.0,291-292
C_uS05a-uS04b,0.2,1-2
C_uS05a-uS04b,0.1,282-287
C_uS05a-uS04b,0.06666666666666667,103-106
C_uS05a-uS04b,0.2,111-116
C_uS05a-uS04b,0.0,306-307
C_uS05a-uS04b,0.06666666666666667,296-296
C_uS05a-uS04b,0.7,232-235
C_uS05a-uS04b,0.0,228-228
C_uS05a-uS04b,0.0,219-219
C_uS05a-uS07b,0.9333333333333333,229-239
C_uS05a-uS07b,0.4,202-214
C_uS05a-uS07b,0.06666666666666667,145-159
C_uS05a-uS07b,0.1,265-271
C_uS05a-uS07b,0.06666666666666667,219-222
C_uS05a-uS07b,0.0,301-305
C_uS05a-uS07b,0.5333333333333333,116-141
C_uS05a-uS07b,0.0,91-94
C_uS05a-uS07b,0.1,84-87
C_uS05a-uS07b,0.0,58-62
C_uS05a-uS07b,0.0,1-2
C_uS05a-uS07b,0.06666666666666667,258-259
C_uS05a-uS07b,0.13333333333333333,292-296
C_uS05a-uS07b,0.06666666666666667,281-288
C_uS05a-uS07b,0.36666666666666664,196-198
C_uS05a-uS07b,0.23333333333333334,254-254
C_uS05a-uS07b,0.0,314-314
C_uS05a-uS07b,0.0,318-318
C_uS05a-uS08b,0.9666666666666667,143-155
C_uS05a-uS08b,0.7,193-204
C_uS05a-uS08b,0.2,229-238
C_uS05a-uS08b,0.26666666666666666,75-82
C_uS05a-uS08b,0.1,60-64
C_uS05a-uS08b,0.1,255-261
C_uS05a-uS08b,0.0,269-270
C_uS05a-uS08b,0.16666666666666666,105-123
C_uS05a-uS08b,0.1,2-3
C_uS05a-uS08b,0.4,68-68
C_uS05a-uS08b,0.3,101-101
C_uS05a-uS08b,0.13333333333333333,189-189
C_uS05a-uS08b,0.0,93-95
C_uS05a-uS08b,0.06666666666666667,275-275
C_uS05a-uS08b,0.06666666666666667,55-55
C_uS05a-uS09b,0.8,227-241
C_uS05a-uS09b,0.9666666666666667,262-274
C_uS05a-uS09b,0.2,287-296
C_uS05a-uS09b,0.0,144-147
C_uS05a-uS09b,0.0,160-165
C_uS05a-uS09b,0.03333333333333333,209-211
C_uS05a-uS09b,0.0,200-204
C_uS05a-uS09b,0.3,152-156
C_uS05a-uS09b,0.0,191-195
C_uS05a-uS09b,0.26666666666666666,187-187
C_uS05a-uS09b,0.13333333333333333,172-172
C_uS05a-uS09b,0.13333333333333333,1-1
C_uS05a-uS09b,0.13333333333333333,280-280
C_uS05a-uS09b,0.13333333333333333,140-140
C_uS05a-uS10b,0.3333333333333333,123-150
C_uS05a-uS10b,0.3,234-241
C_uS05a-uS10b,0.2,88-95
C_uS05a-uS10b,0.23333333333333334,192-195
C_uS05a-uS10b,0.16666666666666666,99-105
C_uS05a-uS10b,0.06666666666666667,68-70
C_uS05a-uS10b,0.0,180-185
C_uS05a-uS10b,0.2,5-5
C_uS05a-uS10b,0.36666666666666664,57-58
C_uS05a-uS10b,0.9,77-78
C_uS05a-uS10b,0.1,84-84
C_uS05a-uS11b,0.03333333333333333,250-258
C_uS05a-uS11b,0.4,65-75
C_uS05a-uS11b,0.16666666666666666,182-195
C_uS05a-uS11b,0.03333333333333333,200-204
C_uS05a-uS11b,0.26666666666666666,221-227
C_uS05a-uS11b,0.03333333333333333,233-239
C_uS05a-uS11b,0.03333333333333333,162-170
C_uS05a-uS11b,0.03333333333333333,150-156
C_uS05a-uS11b,0.0,140-144
C_uS05a-uS11b,0.23333333333333334,1-8
C_uS05a-uS11b,0.03333333333333333,271-273
C_uS05a-uS11b,0.13333333333333333,104-105
C_uS05a-uS11b,0.1,174-174
C_uS05a-uS12b,0.5333333333333333,247-259
C_uS05a-uS12b,0.5,172-178
C_uS05a-uS12b,0.2,75-85
C_uS05a-uS12b,0.26666666666666666,231-238
C_uS05a-uS12b,0.13333333333333333,216-220
C_uS05a-uS12b,0.06666666666666667,272-281
C_uS05a-uS12b,0.0,100-103
C_uS05a-uS12b,0.36666666666666664,156-161
C_uS05a-uS12b,0.26666666666666666,224-225
C_uS05a-uS12b,0.06666666666666667,165-166
C_uS05a-uS12b,0.1,147-147
C_uS05a-uS12b,0.1,182-182
C_uS05a-uS12b,0.26666666666666666,143-143
C_uS05a-uS12b,0.3,89-92
C_uS05a-uS12b,0.06666666666666667,121-121
C_uS05a-uS13b,0.9666666666666667,59-81
C_uS05a-uS13b,0.3,139-146
C_uS05a-uS13b,0.16666666666666666,201-207
C_uS05a-uS13b,0.03333333333333333,98-118
C_uS05a-uS13b,0.1,211-216
C_uS05a-uS13b,0.03333333333333333,249-253
C_uS05a-uS13b,0.23333333333333334,231-233
C_uS05a-uS13b,0.0,1-3
C_uS05a-uS13b,0.5,85-85
C_uS05a-uS13b,0.13333333333333333,54-54
C_uS05a-uS14b,0.13333333333333333,158-168
C_uS05a-uS14b,0.2,208-209
C_uS05a-uS14b,0.0,144-146
C_uS05a-uS14b,0.03333333333333333,188-191
C_uS05a-uS14b,0.23333333333333334,94-99
C_uS05a-uS14b,0.0,1-3
C_uS05a-uS14b,0.0,172-172
C_uS05a-uS14b,0.03333333333333333,59-62
C_uS05a-uS14b,0.1,73-76
C_uS05a-uS14b,0.06666666666666667,140-140
C_uS05a-uS14b,0.26666666666666666,66-68
C_uS05a-uS14b,0.6333333333333333,135-136
C_uS05a-uS14b,0.0,84-84
C_uS05a-uS14b,0.0,53-53
C_uS05a-uS15b,0.26666666666666666,238-250
C_uS05a-uS15b,0.5666666666666667,89-96
C_uS05a-uS15b,0.0,155-161
C_uS05a-uS15b,0.2,63-70
C_uS05a-uS15b,0.4666666666666667,118-138
C_uS05a-uS15b,0.43333333333333335,3-4
C_uS05a-uS15b,0.5666666666666667,165-167
C_uS05a-uS15b,0.3,142-142
C_uS05a-uS15b,0.36666666666666664,151-151
C_uS05a-uS15b,0.0,171-171
C_uS05a-uS17b,0.6,59-66
C_uS05a-uS17b,0.1,156-166
C_uS05a-uS17b,0.03333333333333333,206-215
C_uS05a-uS17b,0.23333333333333334,98-135
C_uS05a-uS17b,0.43333333333333335,187-192
C_uS05a-uS17b,0.06666666666666667,145-149
C_uS05a-uS17b,0.06666666666666667,219-221
C_uS05a-uS17b,0.06666666666666667,1-2
C_uS05a-uS17b,0.0,140-140
C_uS05a-uS19b,0.9666666666666667,215-225
C_uS05a-uS19b,0.3,229-241
C_uS05a-uS19b,0.3,62-69
C_uS05a-uS19b,0.16666666666666666,249-254
C_uS05a-uS19b,0.03333333333333333,135-144
C_uS05a-uS19b,0.23333333333333334,157-163
C_uS05a-uS19b,0.36666666666666664,96-99
C_uS05a-uS19b,0.3333333333333333,272-275
C_uS05a-uS19b,0.3333333333333333,267-268
C_uS05a-uS19b,0.23333333333333334,281-284
C_uS05a-uS19b,0.0,290-290
C_uS07a-uS02b,1.0,191-206
C_uS07a-uS02b,0.6333333333333333,298-318
C_uS07a-uS02b,0.9333333333333333,161-173
C_uS07a-uS02b,0.06666666666666667,263-280
C_uS07a-uS02b,0.4,82-89
C_uS07a-uS02b,0.5333333333333333,111-118
C_uS07a-uS02b,0.16666666666666666,241-243
C_uS07a-uS02b,0.1,222-225
C_uS07a-uS02b,0.3333333333333333,131-136
C_uS07a-uS02b,0.03333333333333333,358-421
C_uS07a-uS02b,0.23333333333333334,63-67
C_uS07a-uS02b,0.03333333333333333,71-71
C_uS07a-uS02b,0.26666666666666666,216-218
C_uS07a-uS02b,0.23333333333333334,229-230
C_uS07a-uS02b,0.0,352-352
C_uS07a-uS02b,0.0,28-28
C_uS07a-uS02b,0.0,77-77
C_uS07a-uS02b,0.0,294-294
C_uS07a-uS02b,0.0,156-156
C_uS07a-uS02b,0.0,140-140
C_uS07a-uS03b,1.0,120-136
C_uS07a-uS03b,0.4,83-101
C_uS07a-uS03b,0.0,187-194
C_uS07a-uS03b,0.0,161-163
C_uS07a-uS03b,0.0,71-73
C_uS07a-uS03b,0.5333333333333333,167-177
C_uS07a-uS03b,0.16666666666666666,252-259
C_uS07a-uS03b,0.0,215-221
C_uS07a-uS03b,0.36666666666666664,304-307
C_uS07a-uS03b,0.03333333333333333,235-241
C_uS07a-uS03b,0.03333333333333333,198-201
C_uS07a-uS03b,0.06666666666666667,283-287
C_uS07a-uS03b,0.03333333333333333,226-229
C_uS07a-uS03b,0.0,246-248
C_uS07a-uS03b,0.4,156-157
C_uS07a-uS03b,0.3333333333333333,205-205
C_uS07a-uS03b,0.1,264-265
C_uS07a-uS03b,0.0,356-356
C_uS07a-uS03b,0.0,28-28
C_uS07a-uS04b,0.5666666666666667,185-193
C_uS07a-uS04b,0.26666666666666666,97-106
C_uS07a-uS04b,0.2,118-125
C_uS07a-uS04b,0.06666666666666667,217-224
C_uS07a-uS04b,0.03333333333333333,132-135
C_uS07a-uS04b,0.16666666666666666,288-294
C_uS07a-uS04b,0.0,233-238
C_uS07a-uS04b,0.03333333333333333,242-247
C_uS07a-uS04b,0.03333333333333333,197-199
C_uS07a-uS04b,0.06666666666666667,162-165
C_uS07a-uS04b,0.0,69-72
C_uS07a-uS04b,0.3333333333333333,312-313
C_uS07a-uS04b,0.06666666666666667,269-274
C_uS07a-uS04b,0.03333333333333333,203-203
C_uS07a-uS04b,0.1,139-142
C_uS07a-uS04b,0.16666666666666666,257-259
C_uS07a-uS04b,0.6,308-308
C_uS07a-uS04b,0.03333333333333333,85-87
C_uS07a-uS04b,0.0,278-279
C_uS07a-uS04b,0.0,28-29
C_uS07a-uS04b,0.0,212-212
C_uS07a-uS05b,0.9666666666666667,223-234
C_uS07a-uS05b,0.23333333333333334,291-315
C_uS07a-uS05b,0.3333333333333333,190-200
C_uS07a-uS05b,0.43333333333333335,129-139
C_uS07a-uS05b,0.1,252-260
C_uS07a-uS05b,0.3333333333333333,108-116
C_uS07a-uS05b,0.26666666666666666,180-185
C_uS07a-uS05b,0.0,122-124
C_uS07a-uS05b,0.0,171-172
C_uS07a-uS05b,0.23333333333333334,268-276
C_uS07a-uS05b,0.03333333333333333,205-208
C_uS07a-uS05b,0.1,281-281
C_uS07a-uS05b,0.0,103-104
C_uS07a-uS05b,0.0,167-167
C_uS07a-uS05b,0.0,150-150
C_uS07a-uS05b,0.0,28-28
C_uS07a-uS05b,0.0,176-176
C_uS07a-uS05b,0.0,91-91
C_uS07a-uS08b,1.0,205-233
C_uS07a-uS08b,0.3333333333333333,116-125
C_uS07a-uS08b,0.3,247-260
C_uS07a-uS08b,0.5,183-200
C_uS07a-uS08b,0.03333333333333333,156-160
C_uS07a-uS08b,0.06666666666666667,148-151
C_uS07a-uS08b,0.16666666666666666,239-242
C_uS07a-uS08b,0.1,89-91
C_uS07a-uS08b,0.4,168-172
C_uS07a-uS08b,0.23333333333333334,164-164
C_uS07a-uS09b,0.13333333333333333,276-286
C_uS07a-uS09b,0.13333333333333333,165-176
C_uS07a-uS09b,0.03333333333333333,148-151
C_uS07a-uS09b,0.23333333333333334,183-189
C_uS07a-uS09b,0.3333333333333333,239-246
C_uS07a-uS09b,0.16666666666666666,290-295
C_uS07a-uS09b,0.03333333333333333,219-224
C_uS07a-uS09b,0.0,159-161
C_uS07a-uS09b,0.06666666666666667,195-197
C_uS07a-uS09b,0.03333333333333333,209-209
C_uS07a-uS09b,0.23333333333333334,269-272
C_uS07a-uS09b,0.06666666666666667,230-230
C_uS07a-uS09b,0.5333333333333333,235-235
C_uS07a-uS09b,0.23333333333333334,205-205
C_uS07a-uS10b,0.8333333333333334,230-253
C_uS07a-uS10b,0.23333333333333334,209-214
C_uS07a-uS10b,0.6,84-92
C_uS07a-uS10b,0.03333333333333333,116-118
C_uS07a-uS10b,0.36666666666666664,187-189
C_uS07a-uS10b,0.0,169-172
C_uS07a-uS10b,0.03333333333333333,176-177
C_uS07a-uS10b,0.0,149-149
C_uS07a-uS10b,0.0,258-259
C_uS07a-uS10b,0.0,103-106
C_uS07a-uS10b,0.13333333333333333,111-112
C_uS07a-uS10b,0.03333333333333333,165-165
C_uS07a-uS10b,0.3,183-183
C_uS07a-uS10b,0.13333333333333333,126-126
C_uS07a-uS10b,0.26666666666666666,195-195
C_uS07a-uS11b,1.0,104-129
C_uS07a-uS11b,0.13333333333333333,175-185
C_uS07a-uS11b,0.5333333333333333,190-197
C_uS07a-uS11b,0.13333333333333333,212-215
C_uS07a-uS11b,0.23333333333333334,265-272
C_uS07a-uS11b,0.6,201-207
C_uS07a-uS11b,0.0,164-168
C_uS07a-uS11b,0.0,69-77
C_uS07a-uS11b,0.13333333333333333,159-159
C_uS07a-uS11b,0.0,150-150
C_uS07a-uS11b,0.0,154-154
C_uS07a-uS11b,0.1,97-97
C_uS07a-uS11b,0.0,261-261
C_uS07a-uS12b,0.36666666666666664,230-239
C_uS07a-uS12b,0.26666666666666666,114-123
C_uS07a-uS12b,0.36666666666666664,200-204
C_uS07a-uS12b,0.16666666666666666,186-190
C_uS07a-uS12b,0.13333333333333333,295-305
C_uS07a-uS12b,0.1,260-265
C_uS07a-uS12b,0.0,250-253
C_uS07a-uS12b,0.36666666666666664,150-156
C_uS07a-uS12b,0.0,310-312
C_uS07a-uS12b,0.16666666666666666,246-246
C_uS07a-uS12b,0.36666666666666664,182-182
C_uS07a-uS12b,0.1,176-178
C_uS07a-uS13b,0.16666666666666666,210-222
C_uS07a-uS13b,0.06666666666666667,188-195
C_uS07a-uS13b,0.26666666666666666,96-103
C_uS07a-uS13b,0.03333333333333333,203-206
C_uS07a-uS13b,0.1,263-269
C_uS07a-uS13b,0.0,154-166
C_uS07a-uS13b,0.6333333333333333,182-183
C_uS07a-uS13b,0.06666666666666667,88-92
C_uS07a-uS13b,0.3,232-235
C_uS07a-uS13b,0.26666666666666666,75-79
C_uS07a-uS13b,0.43333333333333335,171-173
C_uS07a-uS13b,0.0,83-83
C_uS07a-uS13b,0.26666666666666666,226-226
C_uS07a-uS13b,0.26666666666666666,107-108
C_uS07a-uS14b,0.8666666666666667,112-119
C_uS07a-uS14b,0.3333333333333333,234-240
C_uS07a-uS14b,0.03333333333333333,198-199
C_uS07a-uS14b,0.26666666666666666,225-229
C_uS07a-uS14b,0.4,183-187
C_uS07a-uS14b,0.06666666666666667,150-151
C_uS07a-uS14b,0.23333333333333334,157-160
C_uS07a-uS14b,0.23333333333333334,210-212
C_uS07a-uS14b,0.4,204-205
C_uS07a-uS14b,0.0,123-123
C_uS07a-uS14b,0.0,175-175
C_uS07a-uS14b,0.0,191-191
C_uS07a-uS14b,0.0,146-146
C_uS07a-uS15b,0.7,206-212
C_uS07a-uS15b,0.3333333333333333,255-264
C_uS07a-uS15b,0.1,111-119
C_uS07a-uS15b,0.03333333333333333,145-149
C_uS07a-uS15b,0.43333333333333335,155-165
C_uS07a-uS15b,0.1,216-219
C_uS07a-uS15b,0.16666666666666666,89-92
C_uS07a-uS15b,0.3,249-251
C_uS07a-uS15b,0.6,170-172
C_uS07a-uS15b,0.0,192-193
C_uS07a-uS15b,0.0,187-187
C_uS07a-uS15b,0.03333333333333333,182-183
C_uS07a-uS17b,0.9333333333333333,138-158
C_uS07a-uS17b,0.5333333333333333,292-306
C_uS07a-uS17b,0.1,231-235
C_uS07a-uS17b,0.0,225-226
C_uS07a-uS17b,0.5,241-243
C_uS07a-uS17b,0.0,215-216
C_uS07a-uS17b,0.2,247-247
C_uS07a-uS17b,0.0,85-85
C_uS07a-uS17b,0.0,162-162
C_uS07a-uS17b,0.0,220-220
C_uS07a-uS19b,0.8666666666666667,92-109
C_uS07a-uS19b,0.8333333333333334,115-127
C_uS07a-uS19b,0.16666666666666666,66-79
C_uS07a-uS19b,0.03333333333333333,207-212
C_uS07a-uS19b,0.2,256-261
C_uS07a-uS19b,0.0,271-272
C_uS07a-uS19b,0.03333333333333333,28-28
C_uS08a-uS02b,0.9333333333333333,200-220
C_uS08a-uS02b,0.06666666666666667,130-138
C_uS08a-uS02b,0.5,78-90
C_uS08a-uS02b,0.06666666666666667,147-158
C_uS08a-uS02b,0.16666666666666666,176-182
C_uS08a-uS02b,0.03333333333333333,224-228
C_uS08a-uS02b,0.0,193-194
C_uS08a-uS02b,0.13333333333333333,111-117
C_uS08a-uS02b,0.03333333333333333,95-97
C_uS08a-uS02b,0.16666666666666666,101-101
C_uS08a-uS02b,0.1,167-167
C_uS08a-uS02b,0.13333333333333333,142-142
C_uS08a-uS02b,0.0,106-106
C_uS08a-uS03b,0.5666666666666667,187-193
C_uS08a-uS03b,0.4,63-77
C_uS08a-uS03b,0.13333333333333333,8-19
C_uS08a-uS03b,0.3,99-102
C_uS08a-uS03b,0.0,174-176
